0.12061,0.28101,0.57621,0.77198,0.8335,0.62596,0.62096
0.58951,0.44009,0.68336,0.93285,0.76885,0.66094,0.57371
0.22619,0.52714,0.54659,0.97274,0.16725,0.72975,0.052078
0.38462,0.45742,0.42573,0.19203,0.86198,0.89075,0.9312
0.58299,0.87537,0.64444,0.13887,0.98987,0.9823,0.72866
0.25181,0.51805,0.64762,0.69627,0.51442,0.76903,0.73784
0.29044,0.94362,0.67902,0.09382,0.88428,0.58145,0.063405
0.61709,0.63771,0.63579,0.5254,0.58803,0.92831,0.86044
0.26528,0.95769,0.94517,0.53034,0.15475,0.58009,0.93441
0.82438,0.24071,0.20893,0.86114,0.19986,0.016983,0.9844
0.98266,0.67612,0.70928,0.48485,0.40695,0.12086,0.85894
0.73025,0.28906,0.23623,0.39346,0.74871,0.86271,0.78556
0.34388,0.67181,0.1194,0.67143,0.82558,0.4843,0.51338
0.58407,0.69514,0.6073,0.74126,0.78996,0.84486,0.1776
0.10777,0.067993,0.45014,0.52005,0.31852,0.20941,0.39859
0.90631,0.25479,0.45873,0.34771,0.53406,0.55229,0.13393
0.87965,0.22404,0.66194,0.15,0.089951,0.62988,0.03089
0.81776,0.66783,0.77029,0.58609,0.11171,0.031991,0.93914
0.26073,0.84439,0.35022,0.26215,0.13629,0.61471,0.30131
0.59436,0.34446,0.66201,0.044454,0.67865,0.36241,0.29553
0.022513,0.78052,0.41616,0.75493,0.49518,0.049533,0.33294
0.42526,0.67533,0.84193,0.24279,0.18971,0.48957,0.46707
0.31272,0.0067153,0.83292,0.4424,0.49501,0.19251,0.6482
0.16148,0.60217,0.25644,0.6878,0.14761,0.12308,0.025228
0.17877,0.38677,0.61346,0.35923,0.054974,0.20549,0.84221
0.42289,0.91599,0.58225,0.73634,0.85071,0.14651,0.55903
0.094229,0.0011511,0.54074,0.39471,0.56056,0.18907,0.8541
0.59852,0.46245,0.86994,0.68342,0.92961,0.042652,0.34788
0.47092,0.42435,0.26478,0.70405,0.69667,0.6352,0.44603
0.69595,0.46092,0.31807,0.44231,0.58279,0.28187,0.054239
0.69989,0.77016,0.11921,0.019578,0.8154,0.5386,0.17711
0.63853,0.32247,0.93983,0.33086,0.87901,0.69516,0.66281
0.033604,0.78474,0.64555,0.42431,0.98891,0.49912,0.33083
0.068806,0.47136,0.47946,0.27027,0.00052238,0.5358,0.89849
0.3196,0.035763,0.63932,0.19705,0.86544,0.44518,0.11816
0.53086,0.17587,0.54472,0.82172,0.61257,0.12393,0.98842
0.65445,0.72176,0.64731,0.42992,0.98995,0.49036,0.53998
0.40762,0.47349,0.54389,0.88777,0.52768,0.853,0.70692
0.81998,0.15272,0.72105,0.39118,0.47952,0.87393,0.99949
0.71836,0.34112,0.5225,0.76911,0.80135,0.27029,0.28785
0.96865,0.60739,0.9937,0.39679,0.22784,0.20846,0.41452
0.53133,0.19175,0.21868,0.80851,0.49809,0.56498,0.46484
0.32515,0.73843,0.1058,0.75508,0.90085,0.64031,0.76396
0.10563,0.24285,0.1097,0.3774,0.57466,0.41703,0.8182
0.61096,0.91742,0.063591,0.21602,0.84518,0.20598,0.10022
0.7788,0.26906,0.40458,0.79041,0.73864,0.94793,0.17812
0.42345,0.7655,0.44837,0.9493,0.58599,0.082071,0.35963
0.090823,0.18866,0.36582,0.32757,0.24673,0.10571,0.056705
0.26647,0.2875,0.7635,0.67126,0.66642,0.14204,0.52189
0.15366,0.091113,0.6279,0.43864,0.083483,0.16646,0.33585
