0.75586,-0.27434,0.40505,0.068514,0.87654,-0.68812,0.99567,0.16849,-0.0098215,0.76543,-0.49226,0.75017,0.32771,0.38138,0.32622,0.62823,-0.83111,0.89771,-0.91968,-0.86839,-0.3315,0.69374,-0.40292,0.28725,0.92319,0.14378,-0.86017,0.27023,-0.1843,0.76391
0.56207,0.76086,0.15763,0.13512,-0.3504,-0.9284,-0.53523,-0.17999,0.84878,-0.43767,0.75332,0.82708,-0.13394,-0.4906,-0.57769,0.51741,-0.8381,-0.279,-0.77741,0.14227,-0.28215,0.51076,0.98294,0.018822,0.86259,-0.71662,0.95362,0.3509,-0.86431,0.048749
-0.44997,0.22288,0.093232,-0.53293,-0.98388,0.49657,-0.24952,0.5553,-0.19049,0.21726,0.48863,0.6958,0.54431,-0.40717,0.55388,-0.82396,-0.19871,0.25471,-0.044044,0.29827,0.90555,0.67717,-0.11309,-0.54486,0.37211,-0.24512,0.16017,0.27446,0.50406,0.62472
-0.51279,-0.61403,0.15481,0.73279,-0.60694,0.17686,0.41764,-0.69547,0.80665,0.1653,-0.49884,-0.65747,-0.48255,-0.67602,-0.21105,-0.91043,0.37302,0.64358,0.90696,0.29251,0.54444,-0.3271,0.41907,0.51172,0.001318,-0.92206,-0.63866,-0.38532,-0.62937,0.1547
-0.80642,0.91402,0.32438,0.69488,-0.050947,0.34696,-0.89351,-0.72569,-0.40628,0.58089,0.10373,-0.33471,0.81925,-0.35637,0.52451,-0.52796,-0.1817,-0.33325,0.65293,-0.11268,0.13868,0.34966,0.3796,0.93036,-0.30371,0.57838,0.70343,0.32743,-0.15614,-0.21505
0.28154,0.5952,0.19546,-0.90759,-0.54784,-0.92373,0.14239,-0.34765,-0.10136,0.9583,0.62469,-0.31636,-0.82105,-0.36632,-0.41399,-0.51083,-0.87648,0.95955,-0.60176,-0.3102,-0.84234,-0.57401,-0.30095,-0.14216,0.14578,0.77054,-0.57617,0.77463,0.84623,-0.030694
-0.38389,-0.90114,0.18772,0.47249,-0.0024736,0.04309,-0.047492,-0.78785,0.19809,-0.85938,0.28278,-0.93291,0.2627,-0.52008,0.41901,-0.69214,-0.48807,-0.62693,0.77814,-0.10775,0.6994,-0.46431,-0.22175,-0.28826,-0.30489,-0.27249,0.23785,0.55088,-0.77526,0.95339
-0.184,-0.36676,-0.403,0.6483,-0.25097,0.39991,0.70578,0.89579,-0.94412,-0.60153,0.10393,-0.074002,-0.50158,-0.79608,-0.73441,-0.71859,0.74046,-0.00013011,0.9661,-0.55825,-0.73485,-0.74234,-0.30035,-0.39899,0.27075,0.75725,0.5379,0.46315,-0.0047424,0.77643
-0.51978,0.88716,-0.20457,-0.0073784,0.06268,0.14362,-0.29322,0.91357,0.3877,0.37886,0.36862,0.12959,-0.87115,-0.85894,-0.23994,-0.2813,0.40067,0.68552,0.30443,0.74809,-0.039037,0.3741,0.13719,-0.49277,0.6543,-0.48308,0.64972,0.91778,0.19453,-0.1301
-0.70149,0.57976,0.70379,0.58563,0.5457,-0.28055,-0.6681,-0.77084,0.0289,-0.67648,-0.73799,-0.937,-0.26122,-0.33855,0.66711,0.5515,0.81454,-0.61604,-0.13379,0.546,-0.28169,0.0018541,0.091267,-0.8335,-0.72586,-0.33895,0.78476,0.64845,-0.47573,0.54016
-0.43519,0.12475,0.41932,0.57942,0.50771,-0.33827,0.059049,0.65827,-0.51897,0.37811,0.49246,-0.37938,0.80553,0.30393,0.19886,0.33863,-0.12418,-0.32417,-0.83243,-0.21701,-0.21252,-0.56088,0.49023,0.051129,0.87081,-0.55346,0.79554,0.19386,0.60592,-0.25127
-0.99053,-0.42071,0.064468,-0.48455,-0.48668,0.28442,-0.31231,-0.80582,-0.438,-0.27089,-0.90156,0.85904,-0.5058,-0.79243,0.073084,-0.70332,0.091126,-0.70088,-0.20513,0.7069,0.72612,0.94928,-0.70937,-0.84588,0.78509,-0.23079,-0.30777,-0.068891,0.11455,0.83044
-0.07929,-0.032861,0.094543,-0.7959,-0.084517,0.4833,-0.13198,-0.080866,-0.48182,-0.88628,-0.46794,0.60559,-0.49603,-0.62854,0.99853,0.35007,0.070637,0.23551,0.31639,-0.61135,0.79305,-0.9558,0.089867,0.59808,0.122,0.90414,-0.88293,0.014416,-0.40954,0.061751
0.38448,-0.87499,-0.28957,-0.13246,-0.019701,-0.62502,-0.86442,0.19556,0.96158,0.90951,-0.73855,-0.034947,0.16516,0.084672,0.010017,0.091911,0.7685,-0.077975,0.15,0.83138,0.10968,-0.077034,-0.55716,0.16157,-0.046961,-0.31042,0.72862,0.46598,0.88372,0.23722
0.96104,-0.82923,0.4724,-0.95873,0.17712,-0.3157,-0.85448,-0.56682,0.99768,0.072285,0.59192,-0.65457,-0.029073,-0.7352,-0.41298,-0.2618,-0.30619,-0.62988,0.28269,-0.85705,0.39506,-0.95962,-0.041356,-0.47727,0.32345,-0.2441,0.086661,-0.46131,0.33054,0.13921
-0.29867,-0.14481,0.022809,0.23972,0.3446,0.4099,-0.70797,0.6409,-0.38442,0.42576,0.18021,0.32477,0.76575,0.11115,-0.60234,-0.46269,-0.98107,0.0039656,0.62774,0.40993,0.9849,0.37818,-0.45886,0.83097,0.24328,0.41151,-0.67765,-0.80346,-0.43162,0.17067
-0.99831,0.34406,-0.3874,-0.75999,0.86431,-0.071582,-0.97628,-0.18904,0.93119,0.5422,0.87941,-0.69681,-0.36671,0.67854,-0.57217,0.21736,-0.11653,-0.90251,0.14592,-0.36314,-0.80862,0.65108,0.48772,-0.35168,-0.50611,-0.71311,-0.56184,0.37894,-0.91936,0.27775
-0.95257,0.94992,0.69934,0.20474,-0.55772,0.4711,0.23234,-0.13371,0.11954,-0.20601,-0.77387,0.95354,-0.76726,-0.16336,-0.80198,0.084407,-0.8588,-0.4683,-0.14634,-0.72585,0.5333,-0.14728,0.76834,0.053052,0.4856,0.28574,0.27735,0.63957,-0.97069,0.86087
-0.02041,-0.65384,0.93199,-0.84777,0.51826,-0.86218,0.24523,0.94019,-0.3437,-0.72509,0.59832,-0.1559,-0.20955,-0.8799,-0.94713,0.73181,0.013924,0.074566,0.85739,-0.74248,0.86708,-0.307,-0.68905,-0.74847,-0.05808,0.16448,0.74879,-0.30654,-0.85075,0.46011
0.26628,-0.57828,-0.96125,0.13872,-0.90682,0.14115,0.1052,-0.096878,-0.18581,-0.5769,-0.84251,-0.9132,0.61902,0.75518,-0.30689,-0.66456,-0.043366,-0.0080466,-0.13149,0.91829,-0.52307,0.95808,0.42645,-0.6251,0.99893,-0.79848,0.72469,-0.84563,0.94159,-0.95779
0.21769,-0.052886,0.17629,0.090527,0.031034,0.74341,-0.33049,0.37635,-0.5086,-0.12214,0.35372,-0.34471,0.16532,-0.27831,-0.44132,0.80031,0.73543,0.24475,0.056907,0.30966,0.92374,0.47338,-0.94587,-0.081576,-0.89785,-0.73016,0.24642,-0.87465,0.47209,-0.93327
0.75127,-0.66749,-0.96218,0.3392,-0.9524,0.41923,-0.27248,0.91342,0.38338,-0.29903,-0.63115,-0.91159,0.73572,-0.29457,-0.16257,-0.15434,0.10489,-0.16142,-0.070601,0.12319,0.17094,0.46637,-0.59274,0.85948,-0.4158,0.061854,0.39944,0.45279,-0.13938,-0.18237
0.50317,0.15081,0.13706,-0.15856,0.3375,-0.21492,0.48245,-0.60307,0.5336,0.70945,0.92948,-0.45521,0.40677,0.39327,-0.43903,0.090153,0.71398,-0.8636,-0.46619,-0.72571,0.61521,-0.29474,-0.85533,-0.4943,-0.92617,-0.26164,-0.0046692,-0.69412,0.73858,-0.28815
-0.77762,-0.22831,0.49303,0.77417,-0.089948,0.94243,0.52662,-0.7553,0.87185,0.99544,-0.35267,-0.90213,-0.32844,-0.33626,-0.63194,0.66841,-0.12383,-0.093423,0.19163,0.12646,0.093286,0.1369,0.28318,-0.34938,-0.46446,0.089437,-0.22269,-0.44376,0.96123,0.016678
