-0.17554,0.15179,0.66027,0.065815,0.38241,0.38015,0.1528,-0.62747,0.68954,0.76089,-0.11793,-0.53225,-0.016481,0.3786,0.97746,0.014924,-0.46827,0.46329,0.68622,0.22733,-0.067512,-0.25867,0.75593,-0.70043,0.35724,-0.66067,-0.31259,-0.26213,0.40282,-0.58719,-0.68381,-0.28629,0.22675,0.34553,-0.1897,-0.33309,-0.41016,0.99248,-0.83109,-0.67192,-0.67951,-0.79323,0.84101,0.66039,0.17199,-0.53012,-0.69832,-0.49006,-0.23448,0.53755
-0.19231,-0.10772,0.64383,-0.67291,-0.10738,0.034001,-0.26324,0.75501,-0.52999,-0.76208,-0.34273,0.57039,0.98441,-0.27032,-0.82625,0.64563,-0.86027,-0.27609,-0.13276,-0.047588,0.5761,0.67808,-0.62888,-0.76754,0.54967,0.08822,0.65758,0.30326,-0.045435,0.11918,0.63014,-0.18048,0.84496,-0.47086,0.99397,0.59758,0.75176,-0.54068,-0.29431,0.78088,-0.9428,-0.95305,-0.29555,0.62184,0.24353,0.62236,-0.51919,-0.69174,0.20034,0.87724
-0.69365,0.69302,-0.34459,-0.96167,-0.16507,-0.6073,-0.45677,0.23034,0.016571,0.71988,0.094207,0.74194,-0.21027,-0.85348,0.80095,-0.14236,-0.32722,0.79058,0.98254,-0.59844,-0.45179,0.15599,-0.3965,0.36714,0.82375,-0.93077,-0.71452,-0.85487,-0.2212,0.54487,-0.42297,-0.86793,-0.47875,-0.965,0.9999,0.20102,-0.69418,-0.70476,-0.73371,-0.17926,0.85492,-0.94555,-0.74923,0.68634,-0.28117,0.5685,-0.56357,-0.61911,-0.49409,0.66191
0.75013,0.18683,0.83333,-0.99749,-0.53943,0.67802,0.97101,0.5155,0.33871,0.73098,0.71677,0.1077,0.89455,0.83577,-0.52381,-0.68463,0.76876,0.94349,-0.27325,0.17699,-0.86525,-0.76187,-0.3014,0.71105,-0.2915,0.62913,-0.82511,-0.74996,-0.2149,0.13803,-0.89642,0.67371,-0.29845,0.24893,-0.40634,-0.80311,0.90106,-0.22415,-0.072405,0.28246,0.48895,-0.67989,-0.51781,-0.30325,-0.050096,0.48571,0.16403,0.2941,0.20102,-0.52887
0.75467,-0.89341,0.2585,0.0010512,0.72079,-0.80507,0.29584,0.089839,-0.81852,0.79092,0.82875,0.79555,-0.8172,-0.79448,0.61853,0.34978,-0.98376,-0.97743,0.54206,0.71972,0.96871,0.43599,-0.646,-0.71069,0.087666,0.1902,0.81277,-0.6448,-0.66668,0.014274,-0.62324,-0.40601,0.53808,0.34599,0.017368,0.49088,0.092316,-0.84769,-0.81001,-0.76448,0.20591,0.28757,-0.035256,0.87758,-0.37209,0.48512,-0.3536,0.57647,-0.59375,0.10097
-0.81431,0.37518,-0.85635,0.83504,0.88005,-0.45818,-0.21795,-0.60682,0.085997,-0.97662,0.252,0.89666,-0.23451,0.49689,0.23019,-0.44674,-0.70528,0.090671,0.33742,0.47917,-0.068421,-0.82499,-0.64019,-0.11358,0.30633,-0.1884,0.80751,-0.40041,-0.22985,0.87076,0.35115,0.79379,0.042361,-0.19817,0.68975,-0.30769,0.68198,0.02597,0.42853,0.69468,-0.28074,0.57297,0.83586,-0.85472,-0.86707,-0.82728,-0.947,-0.98352,0.36736,0.24149
-0.33482,-0.74272,0.35741,0.89175,-0.36728,-0.10901,-0.76826,0.52128,-0.40402,0.5922,0.034422,-0.4014,0.46104,0.56858,-0.44158,-0.25043,-0.42305,0.41785,-0.71952,0.69679,-0.70134,-0.46427,0.56289,-0.96511,-0.64493,0.28807,-0.53088,0.64513,-0.51025,-0.12774,0.34782,-0.387,-0.29134,0.77194,0.15405,-0.45938,0.66104,-0.85045,-0.26513,0.82331,0.24645,-0.28294,-0.44478,-0.61701,-0.51396,-0.39137,0.20617,0.9673,-0.69656,0.92322
0.38698,0.88304,-0.28122,-0.31331,0.94118,0.1477,-0.38325,-0.65549,-0.23631,-0.63571,0.074962,-0.0010091,0.49238,-0.29373,0.30182,-0.20641,-0.73469,0.85793,-0.80674,0.029165,-0.25459,-0.80036,0.35244,-0.81691,0.96957,-0.26731,0.015609,0.3755,0.62113,0.51342,0.16423,-0.18689,-0.28676,-0.035302,0.027944,-0.52292,-0.21745,0.81644,0.52609,-0.6869,-0.19228,-0.095144,0.2677,0.098615,0.21169,-0.08426,0.092663,-0.98429,-0.33937,0.91187
-0.65821,-0.92204,-0.693,0.084668,0.77643,-0.78531,-0.9172,0.72312,0.067773,-0.93539,-0.67799,-0.21266,-0.65319,-0.95769,0.77377,-0.73577,-0.91798,-0.93184,0.94814,-0.31779,-0.19293,-0.20534,0.079104,0.36031,-0.99454,0.99994,0.10125,0.89399,-0.36564,-0.17235,-0.7348,0.71351,0.54151,-0.038834,-0.94735,0.69287,-0.47389,0.0065243,-0.048968,-0.6916,0.29715,-0.23002,0.18137,-0.053864,-0.13599,0.088555,0.21122,0.62304,0.5478,-0.59481
-0.30816,0.41091,-0.90075,-0.30089,0.64412,-0.7791,-0.23952,0.66304,-0.14695,-0.67371,-0.72354,0.8981,-0.27608,-0.96716,-0.23827,0.93245,0.80429,0.83011,-0.70332,-0.6376,0.11732,0.30079,0.24262,0.88521,-0.60846,0.41209,0.27666,0.46272,0.12268,0.55437,0.38156,-0.04664,-0.78903,0.8181,-0.97389,0.13128,0.54723,-0.71203,0.13549,0.4548,0.12196,0.79421,-0.13003,-0.84806,-0.12973,-0.1501,-0.026119,-0.7825,-0.31493,-0.41491
