0.79857,0.72727,-0.13784,0.48001,0.23349,-0.49948,0.45531,-0.71461,0.66143,0.66104,0.093087,0.28762,-0.48091,-0.98412,0.96752,0.74989,-0.36958,0.70229,-0.64503,-0.37124,-0.1234,0.49109,-0.24997,0.25484,-0.67102,-0.22804,-0.49791,0.43151,-0.82895,-0.32534
-0.61284,0.60222,0.083287,-0.62834,-0.48854,-0.42806,-0.25802,0.90986,-0.83849,0.28897,0.56308,-0.69362,0.88518,0.53856,-0.4555,0.79676,-0.34272,-0.49674,-0.09907,0.0018285,-0.41879,-0.60848,-0.091389,-0.11565,-0.5995,-0.33813,-0.29315,-0.07372,-0.35098,-0.91168
-0.54645,-0.12423,-0.96265,0.081758,-0.067769,0.26227,-0.94153,0.90816,0.95448,0.070891,0.27608,0.37052,0.91627,0.17067,-0.95809,0.71352,0.73179,-0.87625,-0.54277,-0.54051,-0.72703,0.60673,-0.1386,0.29586,0.50759,-0.58639,0.38583,-0.99763,-0.66109,-0.15425
-0.95539,-0.87939,-0.81193,-0.68302,0.83761,-0.79863,-0.18568,0.057917,-0.77867,0.96249,0.83702,0.96092,-0.62774,-0.16384,-0.062431,0.46845,0.16853,-0.10706,-0.19579,0.7629,0.40747,0.52079,-0.81592,0.087075,-0.35104,0.44344,0.574,0.25229,-0.66101,-0.28237
-0.42264,-0.4013,0.092551,0.42559,0.15614,-0.027275,-0.13009,0.91806,0.67892,0.52853,0.17283,0.17273,-0.66504,0.34408,0.96797,0.20379,-0.48884,-0.34171,-0.35424,0.86756,-0.11183,-0.3755,0.076908,-0.97745,0.39207,-0.91829,-0.30169,0.92046,0.45845,-0.45218
-0.97727,-0.46581,0.96349,0.2269,0.69408,0.3992,-0.53855,-0.048789,0.66298,-0.10599,0.76801,0.95242,-0.81956,0.15735,-0.51653,-0.53298,-0.21396,-0.090848,-0.3676,-0.20229,-0.47038,0.90593,0.1046,-0.67476,-0.51512,-0.67926,-0.55493,-0.050828,-0.54837,-0.41359
0.34868,-0.82818,0.57635,0.38271,-0.23982,0.28999,-0.64029,0.14906,-0.51938,-0.45395,-0.92923,-0.65038,0.37502,0.30073,0.52717,-0.30148,-0.95189,0.88671,-0.54994,0.65558,-0.19312,-0.074073,-0.35067,0.43635,-0.028659,-0.088935,0.46522,0.99577,0.095586,-0.9544
0.18404,0.99337,0.044264,-0.33317,0.02687,-0.62325,0.58666,0.71888,0.28858,-0.84095,-0.24309,0.45087,0.93547,-0.33898,-0.87326,-0.94058,-0.65082,0.046697,0.12503,-0.89904,-0.20429,0.99567,-0.083633,0.7289,0.34441,0.11401,0.036934,-0.91549,0.009885,-0.65377
-0.37299,-0.59893,0.35418,-0.091294,0.90464,0.25543,-0.45032,-0.17706,-0.27642,0.71141,0.65771,0.3019,0.36854,0.40353,0.094278,0.17271,0.51341,0.80775,-0.12244,-0.73223,-0.73975,0.50789,-0.53563,0.73415,-0.79566,0.088711,0.92649,0.52987,0.43837,0.088317
-0.47723,0.23906,0.028618,0.35875,-0.60984,-0.3577,-0.40863,0.68097,-0.18484,-0.77531,-0.99242,-0.1752,0.94039,0.57304,-0.28217,-0.93586,-0.67996,0.72109,0.068747,0.97438,-0.57349,0.43591,-0.76059,-0.25486,-0.79686,-0.47687,0.81275,-0.040089,0.32076,-0.72897
-0.11957,0.52301,0.54914,-0.95564,-0.46606,-0.72007,0.14446,0.24184,0.41224,-0.68019,0.93258,-0.43794,-0.34654,0.69293,-0.017808,-0.14831,-0.65595,0.80793,0.56979,-0.21971,0.518,-0.87203,-0.95634,-0.9234,-0.55174,0.38225,0.95804,-0.3145,0.92552,-0.84175
-0.47372,0.50289,0.69266,-0.050609,0.79747,-0.27757,0.6954,0.11584,-0.21016,0.54289,0.68786,0.44229,0.16806,0.055973,0.35911,0.96819,0.12892,-0.44754,-0.92488,0.93617,-0.94475,0.88841,0.43623,0.81862,-0.19551,0.24696,-0.74888,0.39499,-0.95922,0.014913
-0.21668,0.36784,-0.049157,0.56897,0.48474,0.67629,0.14628,0.3646,-0.33391,-0.32077,-0.10997,-0.76892,-0.60521,0.68217,-0.26031,0.57544,0.75988,0.64007,-0.88947,-0.77018,0.096821,0.81445,0.5222,-0.99004,0.83934,-0.84866,0.98806,-0.21297,0.52741,0.51653
-0.16316,0.63726,0.46593,-0.96193,0.91179,0.97245,-0.38336,-0.67052,-0.60922,0.29455,-0.43627,0.95179,0.81824,0.95732,-0.5608,0.054725,0.42153,0.79038,-0.72694,0.46848,0.83476,0.93668,0.46891,-0.22649,-0.43795,0.10502,-0.64521,0.26173,0.21716,0.055361
-0.8982,-0.64311,-0.58791,-0.6019,-0.94791,-0.04516,-0.013726,0.30534,-0.71172,0.94924,-0.47913,-0.2125,-0.01536,0.32738,0.10527,-0.1712,0.9284,-0.21445,-0.65977,-0.018781,-0.38916,-0.0059718,0.21774,0.42404,0.98809,-0.52869,0.7946,-0.26772,-0.67971,-0.068823
-0.072103,0.36689,0.53747,0.61444,0.6284,-0.8816,-0.65903,0.54968,-0.63355,0.5214,-0.17623,-0.040164,-0.91944,-0.40101,0.020194,0.89187,0.82264,0.46233,0.44073,-0.53077,-0.5306,0.49438,0.30487,0.11486,-0.28439,0.38519,-0.37503,-0.26657,-0.56179,-0.73529
-0.49133,0.49452,-0.24309,0.46382,0.30316,-0.14173,-0.34526,0.51627,-0.82578,-0.42118,-0.38026,0.33462,-0.58648,0.85956,-0.20921,-0.54068,0.29762,-0.8816,-0.64854,0.010738,0.84294,0.69445,-0.36439,0.21901,0.42082,-0.95675,-0.58089,-0.7675,-0.83301,0.96668
