-0.62837,0.099887,-0.45443,0.50483,0.25248,0.62294,0.99571,0.7863,0.19942,0.87177,0.2479,0.88011,0.9493,-0.64982,0.17636,-0.85089,-0.09923,0.62943,-0.11988,-0.59833,0.27286,0.67815,0.22438,0.81259,-0.33281,-0.56586,-0.40727,0.90559,0.10441,0.53338,-0.79259,0.65835,0.45653,0.67481,0.3861,-0.041116,0.39927,-0.54356,-0.95008,-0.9819,0.79571,0.85934,-0.26462,0.56748,0.54065,0.64559,0.20663,-0.68111,-0.49456,0.8222
-0.84174,0.95903,0.86122,0.84122,-0.45195,0.81591,0.59723,-0.95033,0.42796,0.77907,-0.055034,-0.75241,0.020508,0.84689,0.73254,-0.3748,0.28877,-0.15674,-0.63408,-0.27493,-0.98231,-0.69266,0.49678,0.81866,0.085838,-0.84541,0.95694,-0.63752,0.45969,0.18801,-0.019939,0.34602,-0.78472,-0.61359,0.79661,-0.84282,-0.36339,-0.9257,0.047905,0.72508,0.59209,-0.30496,0.86272,0.86047,0.073427,0.098163,0.49145,0.69661,0.5372,0.74522
-0.064859,-0.33251,-0.32874,0.48113,-0.025544,-0.3201,-0.68951,0.4727,0.10786,0.6205,0.86303,-0.053457,-0.78066,0.50993,0.33973,0.17655,0.79432,-0.57968,-0.46524,0.60302,0.18614,0.075025,-0.36457,0.093056,-0.36874,-0.59991,0.61308,-0.5752,-0.87019,0.2415,0.80674,0.49959,0.6701,-0.48504,-0.53441,-0.86661,0.42871,-0.13316,-0.079503,-0.3699,0.63308,0.42659,-0.5454,-0.92859,0.75238,-0.46744,-0.23963,0.42609,-0.58745,-0.67415
-0.312,-0.46893,0.020627,-0.038653,-0.78353,-0.60338,-0.81163,-0.5873,-0.20962,-0.52661,0.97175,0.34502,0.64459,0.59306,-0.37129,0.88903,0.62752,-0.55149,0.90479,0.89569,-0.75707,0.44392,0.22728,-0.52025,-0.26898,-0.48425,0.38771,0.33273,0.35793,-0.99679,-0.38826,-0.26245,0.53983,-0.92419,-0.65437,-0.74002,0.2326,0.0091781,0.070973,0.17899,0.9946,0.26939,0.82465,0.72855,-0.53927,0.58168,-0.32952,-0.52821,0.2064,0.62892
-0.9744,-0.2283,-0.15485,-0.80307,-0.99439,-0.92142,0.18036,-0.65711,0.68754,0.39443,-0.015568,0.26659,-0.057386,0.92619,0.91383,0.001939,-0.54725,0.95247,0.63266,-0.35776,-0.26391,-0.46796,0.13213,-0.27096,-0.30363,-0.10165,-0.067009,0.5403,-0.63135,0.37795,-0.70526,0.029336,0.6848,-0.62177,-0.65694,-0.33825,-0.07329,-0.14047,-0.33582,-0.24698,0.6999,0.020902,-0.451,0.6717,-0.95319,0.57047,-0.72619,-0.055375,-0.008185,0.69087
-0.24382,-0.82704,-0.75167,0.81148,0.63509,-0.65533,0.10845,0.80936,-0.20492,-0.85274,0.86963,-0.14502,0.3966,0.63936,0.83858,0.27733,0.63828,0.26363,-0.0085719,0.72978,-0.34677,0.42165,0.45358,0.51097,-0.70029,0.44006,-0.05527,-0.49055,-0.37863,-0.69736,0.65281,0.54714,-0.72786,0.089593,0.68591,-0.39083,-0.50391,-0.66445,0.99445,-0.84145,0.36707,0.0069484,0.7073,-0.20764,0.97573,0.54287,-0.03643,0.25521,-0.55307,0.87185
0.85516,0.31489,-0.68996,-0.42953,0.65821,0.95831,0.49647,0.77374,0.4781,0.56365,0.56244,0.099785,0.25389,-0.32596,0.84409,-0.52662,0.73368,-0.12985,-0.62339,0.43908,-0.95803,0.073984,-0.71911,0.958,0.82358,-0.749,0.66183,0.67955,0.51719,-0.73553,-0.78787,0.68262,-0.27926,-0.93962,-0.54535,0.22227,0.76498,-0.42963,0.47261,0.75566,-0.99109,-0.25367,0.6595,-0.051165,0.45626,-0.067447,0.81818,0.046038,-0.16778,-0.27412
-0.75738,0.33522,0.87632,0.35559,0.27236,0.98822,0.28968,0.80561,0.49722,-0.54134,-0.50954,0.92114,0.10702,-0.55274,0.1761,-0.67655,0.41358,-0.34701,0.26795,-0.3646,0.023373,0.20785,0.29028,-0.070646,0.62611,-0.75105,0.94813,0.99182,-0.86929,-0.59496,0.8499,0.36729,0.066796,0.63602,0.43603,-0.33757,0.93171,0.64239,0.12617,-0.67842,0.83926,-0.24835,0.89412,-0.87116,-0.01946,0.085374,-0.46181,-0.41252,0.429,0.55459
0.80095,-0.71251,0.97541,-0.30984,-0.3231,-0.29115,-0.65542,0.67782,-0.66619,0.74402,0.24745,-0.61711,-0.070697,-0.56213,-0.64349,-0.75436,-0.57081,0.77338,0.79639,-0.60419,-0.71532,0.72434,0.6048,0.68477,0.92053,-0.96095,-0.30478,-0.1916,0.71368,0.425,0.84255,0.25815,0.56447,-0.53609,-0.0063431,0.6168,0.12871,0.57086,-0.80282,0.5951,-0.23549,-0.58508,-0.93491,-0.13507,-0.26981,-0.78845,-0.56129,-0.2073,0.19867,0.91472
-0.84022,0.80498,0.19065,0.7519,0.93611,0.44973,-0.90462,-0.10228,-0.53883,-0.90281,-0.80129,-0.084865,-0.5855,0.75679,-0.32717,-0.47753,0.082193,0.91273,-0.58636,0.077654,-0.47627,0.99754,-0.96077,-0.11992,-0.13188,0.22846,0.046142,0.85369,-0.17489,-0.090013,0.5015,-0.49546,0.76762,-0.56495,-0.53399,0.83259,-0.45117,-0.67816,-0.79216,-0.17999,0.40267,0.035229,0.11781,0.64625,0.77597,-0.19857,-0.45476,-0.55532,0.06239,0.66192
-0.63888,-0.020516,-0.56761,-0.76132,0.94794,-0.81717,0.0057819,0.23622,-0.30868,-0.45818,-0.44837,-0.0080897,-0.47896,-0.54941,0.24731,0.84727,0.78079,-0.69235,0.99515,-0.47019,0.76102,-0.89986,0.29532,-0.81283,-0.26368,-0.54077,0.47853,-0.94641,0.78711,0.024406,-0.53661,-0.16752,-0.24097,0.0056684,-0.78314,-0.88299,0.042643,0.23721,-0.42548,0.37642,-0.42401,0.8471,-0.65281,-0.40576,-0.53279,-0.93534,0.37747,0.83208,-0.26122,-0.89922
0.89375,-0.46015,0.066387,0.81127,-0.16806,0.28407,0.045032,0.31819,0.74361,0.70848,0.93771,-0.58855,0.47904,0.46651,-0.041236,-0.87036,0.96002,0.021007,0.21845,0.48258,-0.92504,0.50905,0.82081,-0.52208,0.40698,-0.56073,-0.90968,0.87858,-0.68631,-0.35568,-0.42036,-0.88352,-0.1235,-0.23753,-0.79601,-0.38612,-0.69859,0.9278,0.52174,0.27958,-0.56137,-0.47379,-0.018495,-0.13222,0.64223,-0.16687,-0.81841,0.1618,-0.35421,0.68077
0.37987,0.67449,0.91226,-0.18962,0.5749,0.60593,-0.0075206,-0.39829,-0.47579,-0.0249,-0.17729,0.21315,-0.53721,-0.99661,0.65401,-0.60523,-0.32731,-0.41867,0.79032,0.58328,-0.86969,0.12218,0.9318,-0.24898,0.4945,0.30987,-0.1425,0.4515,-0.50069,0.75648,0.92618,0.85922,-0.93919,-0.63787,-0.2969,0.73868,-0.42595,0.84348,-0.71584,-0.55586,0.87114,-0.88103,-0.76259,-0.62288,0.052201,-0.29187,0.70303,0.4881,0.71658,-0.41347
-0.79758,-0.47304,-0.56995,-0.50831,0.39976,-0.27553,-0.42521,0.25865,-0.7528,-0.70527,0.49976,-0.89162,-0.42186,-0.042088,0.46338,0.89903,0.91359,0.51839,0.16029,0.39053,-0.33496,0.99736,-0.71031,0.54694,0.45858,0.23337,-0.36465,0.99617,0.46596,0.24763,0.13424,0.60837,0.83257,0.081594,0.33508,-0.14559,-0.89788,0.55384,-0.98144,-0.78717,-0.21577,-0.66088,-0.80795,0.77211,0.87112,-0.068226,-0.33366,-0.4731,0.99938,0.34232
-0.28535,-0.24509,-0.96189,0.32799,0.67996,0.62601,-0.96308,0.01582,-0.79353,0.2348,0.48516,0.42826,-0.65995,-0.22501,-0.54748,-0.25144,0.99443,-0.69672,0.66838,0.96871,-0.93681,-0.17126,0.33375,-0.83062,-0.49003,-0.35706,-0.011479,-0.13274,0.27533,0.24716,0.40748,-0.13692,0.15774,-0.60046,0.90168,-0.30965,0.29419,-0.61442,0.39545,0.069354,-0.87469,-0.035937,-0.82255,-0.84874,0.30933,0.52675,-0.32646,-0.8218,0.3663,-0.88448
